ID,AdmArea,Month,Year,TotalAmount,Suppliers,global_id
812,Западный административный округ,Май,2021,1.90542954676E9,"Supplier:ОАО «МОЭК»
Amount:6.3200361528E8

Supplier:Газпром межрегионгаз Москва
Amount:2.339154746E7

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.828364109E7

Supplier:РСВО
Amount:1.459224427E7

Supplier:прочие
Amount:3.8848939066E8

Supplier:управляющие компании
Amount:5.763453165E8

",1146154661
813,Северо-Западный административный округ,Май,2021,1.34860168495E9,"Supplier:ОАО «МОЭК»
Amount:4.7322790603E8

Supplier:Газпром межрегионгаз Москва
Amount:1.671303354E7

Supplier:Мосводоканал
Amount:1.3743884135E8

Supplier:Ростелеком
Amount:4.937832903E7

Supplier:РСВО
Amount:1.146018663E7

Supplier:прочие
Amount:2.5063419749E8

Supplier:управляющие компании
Amount:4

",1146154744
814,Зеленоградский административный округ,Май,2021,4.4722429156E8,"Supplier:ОАО «МОЭК»
Amount:1.6537756101E8

Supplier:Газпром межрегионгаз Москва
Amount:184909.78

Supplier:Мосводоканал
Amount:4.737297096E7

Supplier:Ростелеком
Amount:1.786467705E7

Supplier:РСВО
Amount:3531184.83

Supplier:прочие
Amount:7.806974402E7

Supplier:управляющие компании
Amount:1.3482324391E8

",1146154831
815,Новомосковский административный округ,Май,2021,2.975760588E8,"Supplier:ОАО «МОЭК»
Amount:6.101224682E7

Supplier:Мосводоканал
Amount:1.467204893E7

Supplier:прочие
Amount:2

Supplier:управляющие компании
Amount:2

",1146154882
816,Троицкий административный округ,Май,2021,9.398067926E7,"Supplier:ОАО «МОЭК»
Amount:2.63879116E7

Supplier:Мосводоканал
Amount:7960453.27

Supplier:прочие
Amount:4.672984415E7

Supplier:управляющие компании
Amount:1.290247024E7

",1146154937
817,Центральный административный округ,Июнь,2021,1.38876361668E9,"Supplier:ОАО «МОЭК»
Amount:4.8532838149E8

Supplier:Газпром межрегионгаз Москва
Amount:2.308961439E7

Supplier:Мосводоканал
Amount:1.4488018304E8

Supplier:Ростелеком
Amount:3.72315893E7

Supplier:РСВО
Amount:1

Supplier:прочие
Amount:2.629553513E8

Supplier:управляющие компании
Amount:4.2514076397E8

",1146176095
818,Северный административный округ,Июнь,2021,1.87883550107E9,"Supplier:ОАО «МОЭК»
Amount:6.4089850388E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:206232026

Supplier:Ростелеком
Amount:6.339424199E7

Supplier:РСВО
Amount:1.545173835E7

Supplier:прочие
Amount:3.7852385708E8

Supplier:управляющие компании
Amount:5.434251548E8

",1146176170
819,Северо-Восточный административный округ,Июнь,2021,2.14626993753E9,"Supplier:ОАО «МОЭК»
Amount:7.1447846943E8

Supplier:Газпром межрегионгаз Москва
Amount:2.131548388E7

Supplier:Мосводоканал
Amount:2.2963758984E8

Supplier:Ростелеком
Amount:7.259079706E7

Supplier:РСВО
Amount:1.700319834E7

Supplier:прочие
Amount:4.3769143993E8

Supplier:управляющие компании
Amount:6.5355295905E8

",1146176182
820,Восточный административный округ,Июнь,2021,2.27715443058E9,"Supplier:ОАО «МОЭК»
Amount:8.2277055699E8

Supplier:Мосэнергосбыт
Amount:2

Supplier:Газпром межрегионгаз Москва
Amount:4.362958496E7

Supplier:Мосводоканал
Amount:2.4425851481E8

Supplier:Ростелеком
Amount:8.617162774E7

Supplier:РСВО
Amount:1.654196829E7

Supplier:прочие
Amount:3.8665610393E8

Supplier:управляющие компании
Amount:6.5691701031E8

",1146176188
821,Юго-Восточный административный округ,Июнь,2021,2.21499275735E9,"Supplier:ОАО «МОЭК»
Amount:6.3584639702E8

Supplier:Мосэнергосбыт
Amount:3

Supplier:Газпром межрегионгаз Москва
Amount:2.743041113E7

Supplier:Мосводоканал
Amount:1.9416481998E8

Supplier:Ростелеком
Amount:4213407.25

Supplier:РСВО
Amount:1.485976889E7

Supplier:прочие
Amount:5.3125733507E8

Supplier:управляющие компании
Amount:7.7639097752E8

",1146176189
822,Южный административный округ,Июнь,2021,2.48219205764E9,"Supplier:ОАО «МОЭК»
Amount:8.5463915227E8

Supplier:Газпром межрегионгаз Москва
Amount:581302.68

Supplier:Мосводоканал
Amount:3

Supplier:Ростелеком
Amount:2.5289676648E8

Supplier:РСВО
Amount:9.148705532E7

Supplier:прочие
Amount:1.2196906805E8

Supplier:управляющие компании
Amount:9.9375569121E8

",1146176190
823,Юго-Западный административный округ,Июнь,2021,2.27993165469E9,"Supplier:ОАО «МОЭК»
Amount:1.3670158905E8

Supplier:Газпром межрегионгаз Москва
Amount:8.2283946862E8

Supplier:Мосводоканал
Amount:1.979346353E7

Supplier:Ростелеком
Amount:2.2869664423E8

Supplier:РСВО
Amount:8.395084587E7

Supplier:прочие
Amount:1.2690885345E8

Supplier:управляющие компании
Amount:9

",1146176191
824,Западный административный округ,Июнь,2021,1.8948045453E9,"Supplier:ОАО «МОЭК»
Amount:9.383966311E7

Supplier:Газпром межрегионгаз Москва
Amount:6.1605895073E8

Supplier:Мосводоканал
Amount:2.337234889E7

Supplier:Ростелеком
Amount:1.991694189E8

Supplier:РСВО
Amount:6.824175255E7

Supplier:прочие
Amount:1.2091193195E8

Supplier:управляющие компании
Amount:8

",1146176192
825,Северо-Западный административный округ,Июнь,2021,1.35382956763E9,"Supplier:ОАО «МОЭК»
Amount:6.686548091E7

Supplier:Газпром межрегионгаз Москва
Amount:4.7061621985E8

Supplier:Мосводоканал
Amount:1.674596201E7

Supplier:Ростелеком
Amount:141497004

Supplier:РСВО
Amount:4.932567853E7

Supplier:прочие
Amount:9.248624809E7

Supplier:управляющие компании
Amount:5.4533599601E8

",1146176193
826,Зеленоградский административный округ,Июнь,2021,4.4387475689E8,"Supplier:ОАО «МОЭК»
Amount:3.782245914E7

Supplier:Газпром межрегионгаз Москва
Amount:1.603243899E8

Supplier:Мосводоканал
Amount:183981.31

Supplier:Ростелеком
Amount:4.672078261E7

Supplier:РСВО
Amount:1.785496896E7

Supplier:прочие
Amount:8.381579927E7

Supplier:управляющие компании
Amount:1.3497483484E8

",1146176194
827,Новомосковский административный округ,Июнь,2021,301901764,"Supplier:ОАО «МОЭК»
Amount:6

Supplier:Мосводоканал
Amount:2.157055791E7

Supplier:прочие
Amount:1.9925908129E8

Supplier:управляющие компании
Amount:2

",1146176195
828,Троицкий административный округ,Июнь,2021,7.83676607E7,"Supplier:ОАО «МОЭК»
Amount:1.277479731E7

Supplier:Мосводоканал
Amount:7676844.91

Supplier:прочие
Amount:45276220

Supplier:управляющие компании
Amount:1.263979848E7

",1146176222
829,Центральный административный округ,Июль,2021,1.39215498993E9,"Supplier:ОАО «МОЭК»
Amount:4.8895315849E8

Supplier:Газпром межрегионгаз Москва
Amount:2.313907627E7

Supplier:Мосводоканал
Amount:1.4936177775E8

Supplier:Ростелеком
Amount:3.719948007E7

Supplier:РСВО
Amount:1

Supplier:прочие
Amount:2.5779233324E8

Supplier:управляющие компании
Amount:4.2556029985E8

",1146176229
830,Северный административный округ,Июль,2021,1.86884428801E9,"Supplier:ОАО «МОЭК»
Amount:6.2682890031E8

Supplier:Газпром межрегионгаз Москва
Amount:3

Supplier:Мосводоканал
Amount:2

Supplier:Ростелеком
Amount:6.335549246E7

Supplier:РСВО
Amount:1.54046716E7

Supplier:прочие
Amount:3.8796610111E8

Supplier:управляющие компании
Amount:5.4140103763E8

",1146176230
831,Северо-Восточный административный округ,Июль,2021,2,"Supplier:ОАО «МОЭК»
Amount:6.8527131301E8

Supplier:Газпром межрегионгаз Москва
Amount:2.108240655E7

Supplier:Мосводоканал
Amount:2.1908222173E8

Supplier:Ростелеком
Amount:7.241873331E7

Supplier:РСВО
Amount:1.699862193E7

Supplier:прочие
Amount:4.2209717216E8

Supplier:управляющие компании
Amount:6.524016767E8

",1146176231
832,Восточный административный округ,Июль,2021,2.25460550178E9,"Supplier:ОАО «МОЭК»
Amount:7.9961554606E8

Supplier:Мосэнергосбыт
Amount:2

Supplier:Газпром межрегионгаз Москва
Amount:4.377871902E7

Supplier:Мосводоканал
Amount:2.4494359207E8

Supplier:Ростелеком
Amount:8.622827915E7

Supplier:РСВО
Amount:1.652210383E7

Supplier:прочие
Amount:3.8718636024E8

Supplier:управляющие компании
Amount:6.5601461029E8

",1146176233
833,Юго-Восточный административный округ,Июль,2021,2.19782216828E9,"Supplier:ОАО «МОЭК»
Amount:6.229043123E8

Supplier:Мосэнергосбыт
Amount:3.320968791E7

Supplier:Газпром межрегионгаз Москва
Amount:2.74847961E7

Supplier:Мосводоканал
Amount:1.9040635575E8

Supplier:Ростелеком
Amount:4204934.5

Supplier:РСВО
Amount:1.482652763E7

Supplier:прочие
Amount:5.304997737E8

Supplier:управляющие компании
Amount:7.7428578039E8

",1146176238
834,Южный административный округ,Июль,2021,2.42427903451E9,"Supplier:ОАО «МОЭК»
Amount:8.2805445064E8

Supplier:Газпром межрегионгаз Москва
Amount:30117261

Supplier:Мосводоканал
Amount:2.4528578534E8

Supplier:Ростелеком
Amount:9.144837806E7

Supplier:РСВО
Amount:1.95805083E7

Supplier:прочие
Amount:5

Supplier:управляющие компании
Amount:7

",1146176259
835,Юго-Западный административный округ,Июль,2021,2.26753251221E9,"Supplier:ОАО «МОЭК»
Amount:8

Supplier:Газпром межрегионгаз Москва
Amount:1.978869449E7

Supplier:Мосводоканал
Amount:2.2392206839E8

Supplier:Ростелеком
Amount:8.388121639E7

Supplier:РСВО
Amount:1.74980101E7

Supplier:прочие
Amount:4.4933779737E8

Supplier:управляющие компании
Amount:6.6776522524E8

",1146176297
836,Западный административный округ,Июль,2021,1.85989549458E9,"Supplier:ОАО «МОЭК»
Amount:5.9935121744E8

Supplier:Газпром межрегионгаз Москва
Amount:2.334456716E7

Supplier:Мосводоканал
Amount:1.9442179153E8

Supplier:Ростелеком
Amount:6.818458245E7

Supplier:РСВО
Amount:1.449150393E7

Supplier:прочие
Amount:3.9239424349E8

Supplier:управляющие компании
Amount:5.6770758858E8

",1146176335
